id,商品名称,品牌,型号,功效,产地,适用发质,化妆品净含量
527697631160,Batiste/碧缇丝 免水洗发喷雾(柔亮金棕) ,Batiste/碧缇丝 ,,丰盈蓬松 ,英国 ,所有发质 ,【经典洁净】200ml 【经典洁净】50ml 【迷人花香】200ml 【清爽飘逸】200ml 【果香樱桃】200ml 【异国情调】200ml 【丰盈蓬松】200ml 【经典洁净】200ml+旅行装50ml 【迷人花香】200ml+旅行装50ml 【果香樱桃】200ml+旅行装50ml 【经典洁净】200ml+【果香樱桃】200ml 【经典洁净】200ml+【迷人花香】200ml 【经典洁净】200ml+【清爽飘逸】200ml 
563049358523,潘婷 排浊赋能头皮洗发露 ,潘婷 ,排浊赋能头皮洗发露 ,滋润营养 清洁发丝头皮 ,中国大陆 ,所有发质 ,
523047215600,采乐 去屑洗发露(丝质顺滑) ,采乐 ,去屑洗发露(丝质顺滑) ,去屑止痒 深度清洁 头皮舒缓 去屑 清洁发丝头皮 ,中国大陆 ,所有发质 ,
524896003961,蜂花 无硅滋养洗发露 ,蜂花 ,无硅滋养洗发露 ,深度清洁 ,中国大陆 ,干性 ,
525806943944,POLA/宝丽 馥美修护洗发露 ,POLA/宝丽 ,,改善毛躁 ,日本 ,所有发质 ,550mL 
538880137096,徽歌 淘米水洗发乳+护发素 ,徽歌 ,淘米水洗发乳+护发素 ,脆弱开叉护理 丰盈蓬松 滋润 染后护色 改善毛躁 ,中国大陆 ,所有发质 ,
545825747079,舒蕾 山茶花焗油莹亮洗发露 ,舒蕾 ,山茶花焗油莹亮洗发露 ,深度滋养 焗油 滋润营养 ,中国大陆 ,干性 ,
524943724465,蜂花 无硅油水润洗发露750ml ,蜂花 ,无硅油水润洗发露750ml ,去屑止痒 滋润营养 柔软顺滑 控油 深度清洁 ,中国大陆 ,油性 ,
38215024596,拉芳 去屑养护营养营养柔顺护理洗发露1L ,拉芳 ,去屑养护营养营养柔顺护理洗发露1L ,柔软顺滑 去屑止痒 滋润营养 ,中国大陆 ,,
37366941496,阿道夫 轻柔+护发 ,阿道夫 ,轻柔+护发 ,柔软顺滑 其他 滋润 ,中国大陆 ,所有发质 ,
522617495196,阿道夫 轻柔丝滑洗发乳液248ML ,阿道夫 ,轻柔丝滑洗发乳液248ML ,柔软顺滑 烫染修复 丰盈蓬松 改善毛躁 ,中国大陆 ,所有发质 ,
521876070033,施华蔻8金精油柔顺无硅油洗发水控油滋养洗头膏护发素套装女1.2L ,Schwarzkopf/施华蔻 ,,丰盈蓬松 改善毛躁 深层清洁 滋润 ,中国 ,油性 ,
522553326561,施华蔻多效修护19香水型洗头膏氨基酸洗发水护发素洗护套装1.2L ,Schwarzkopf/施华蔻 ,,改善毛躁 滋润 ,中国 ,所有发质 ,
522197935672,KERASTASE/卡诗 赋活洗发水 ,KERASTASE/卡诗 ,,丰盈蓬松 ,西班牙 ,,250mL 
545050620330,KERASTASE/卡诗 滋养恒护洗发水2号 ,KERASTASE/卡诗 ,,滋润 保湿 ,西班牙 ,干性 ,500ml 
536976800442,阿道夫 控油+护发 ,阿道夫 ,控油+护发 ,改善毛躁 改善头痒 控油 头皮舒缓 损伤修护 ,中国大陆 ,正常发质 ,
577409846510,阿道夫 茶树精油男士洗发水(祛屑止痒) ,阿道夫 ,,改善头痒 ,中国 ,所有发质 ,控油清爽洗发水450g+魅力男神沐浴露450g 祛屑洗发水450g+魅力男神沐浴露450g 控油洗发水450g+祛屑洗发水450g 控油清爽洗发水450g*2 祛屑止痒洗发水450g*2 魅力男神沐浴露450g*2 控油清爽洗发水280g+魅力男神沐浴露280g 祛屑洗发水280g+魅力男神沐浴露280g 控油洗发水280g+祛屑洗发水280g 控油清爽洗发水280g*2 祛屑止痒洗发水280g*2 魅力男神沐浴露280g*2 
576697039573,海飞丝 防脱洗发露 ,海飞丝 ,防脱洗发露 ,防脱发 ,中国大陆 ,,
530766990717,海飞丝去油去屑止痒洗发水套装控油洗发露男女士清爽洗头膏500*2 ,海飞丝 ,海飞丝洗发露正品清爽去油洗发水男女士洗头膏套装 ,深度清洁 ,中国大陆 ,,
551145750441,RYO/吕 紫吕滋养韧发清爽型洗护礼盒 ,RYO/吕 ,,,韩国 ,,
587448835731,RYO/吕 38红吕礼盒 ,RYO/吕 ,,,韩国 ,,
549381312105,阿道夫 轻柔丝滑洗发乳液系列 ,阿道夫 ,轻柔丝滑洗发乳液系列 ,去屑止痒 控油 补水 去屑 ,中国大陆 ,所有发质 ,
37596329821,包邮 CLAER/清扬去屑洗发露 多效水润养护型男女士洗发水套装 ,CLEAR/清扬 ,多效水润养护型白瓶组合-1 ,清洁发丝头皮 ,中国大陆 ,所有发质 ,
42462567371,欧莱雅美发洗发水透明质酸无硅油洗护套装1.8L 补水控油 ,L'OREAL /欧莱雅 ,,,中国 ,油性 ,
586088577299,海飞丝洗发水旗舰店官方旗舰正品男女士控油型去屑止痒送袋装套装 ,海飞丝 ,柠檬去油去屑套装 ,柔软顺滑 去屑止痒 滋润营养 控油 头皮舒缓 ,中国大陆 ,油性 ,
17097598795,联合利华清扬洗发水露控油平衡型女士去头屑清洁正品500ml*2套装 ,CLEAR/清扬 ,去屑洗发露(控油平衡型)套装 ,柔软顺滑 去屑 ,中国大陆 ,所有发质 ,
537712019842,欧莱雅美发透明质酸控油去头屑无硅油女士洗发水套装400ml*2 ,L'OREAL /欧莱雅 ,,深层滋润头皮、清洁 去头屑 ,中国 ,,
527143995745,CLEAR/清扬 去屑洗发露(樱花沁爽型) ,CLEAR/清扬 ,去屑洗发露(樱花沁爽型) ,深度清洁 去屑 ,中国大陆 ,头皮屑 ,
590648807698,联合利华清扬植觉净透保湿樱花无硅油洗发露+护发素男女士380ml*2 ,CLEAR/清扬 ,清扬植觉净透保湿去屑洗发套装 ,去屑 ,中国大陆 ,,
545672700489,CLEAR/清扬 去屑洗发露(控油平衡型) ,CLEAR/清扬 ,去屑洗发露(控油平衡型) ,清洁发丝头皮 ,中国大陆 ,所有发质 ,
551908853068,韩国Ryoe进口绿吕控油去屑止痒无硅油洗发露洗发水油性发500ml ,RYO/吕 ,,深层滋养头皮、清洁 改善头痒 去头屑 头皮控油 ,韩国 ,油性 ,Ryoe 绿吕 控油去屑洗发水 500毫升 
533818355881,植观 氨基酸洗发水 ,植观 ,,改善毛躁 染烫受损护理 损伤修复 ,中国 ,受损发质 ,251ml 
43682924516,施华蔻洗发水护发素洗护套装多效修护19香水型洗发露洗头膏男女士 ,Schwarzkopf/施华蔻 ,多效修护/全面修复19洗发露套装 ,深层修复 滋润营养 烫染修复 损伤修复 损伤修护 ,中国大陆 ,严重受损发质（经常染烫） ,
22045883193,正品施华蔻水漾精华洗发水套装护发素女官方旗舰店同款洗护1L+1L ,Schwarzkopf/施华蔻 ,,,中国 ,混合性 ,1000ml+1000ml 
582090281114,L＇oreal/欧莱雅 茶树植萃去屑舒缓洗发露 ,L'OREAL /欧莱雅 ,,温和清洁、修护 去头屑 头皮舒缓 ,中国 ,,400mL 
583452546566,欧莱雅精油润养护发柔顺持久留香洗发露女士洗发水护发素洗护套装 ,L'OREAL /欧莱雅 ,,,中国 ,,
534302962311,L'OREAL/欧莱雅 透明质酸水润去屑洗发露(倍爽) ,L'OREAL /欧莱雅 ,,头皮控油 滋润 ,中国 ,,200mL 400mL 700mL 
45824128035,L'occitane/欧舒丹 草本精华纯净洗发露 ,L'occitane/欧舒丹 ,,头皮控油 深层清洁 ,法国 ,油性 ,洗发500ml双支装 洗发500ml+护发250ml 洗发300ml+护发250ml 
571351136683,【屈臣氏】施华蔻8金纯盈润精油洗发露600ml+润发乳600ml ,Schwarzkopf/施华蔻 ,8金纯盈润精油洗发露组合 ,柔软顺滑 ,中国大陆 ,,
577196120105,植观 马尾松深层养护氨基酸洗头慕斯 ,植观 ,,深层滋养头皮、清洁 头皮控油 ,中国 ,,200g 
572423852164,RYO/吕 紫吕洗发水（单瓶装） ,RYO/吕 ,紫吕洗发水（单瓶装） ,,韩国 ,油性 ,
523077598425,力士洗发水露乳沐浴露护发素套装持久留香家庭装男女士官方旗舰店 ,LUX/力士 ,力士洗发水沐浴露组合 ,改善毛躁 强韧防断发 ,中国大陆 ,所有发质 ,
524574621085,沙宣 垂坠质感洗发露 ,沙宣 ,垂坠质感洗发露 ,滋润 柔软顺滑 深度清洁 补水 ,中国大陆 ,所有发质 ,
566960631930,沙宣 轻润裸感洗发水 ,沙宣 ,轻润裸感洗发水 ,深度滋养 滋润 ,中国大陆 ,正常发质 ,
523184787812,SEEYOUNG/滋源 无患子控油清爽洗头水 ,SEEYOUNG/滋源 ,,清洁 发色亮泽 温和清洁、修护 丰盈蓬松 改善毛躁 头皮舒缓 ,中国 ,所有发质 ,油性（535ml洗+535ml护） 中干性（535ml洗+535ml护） 
18829390371,霸王 防脱洗发液 ,霸王 ,防脱洗发液 ,深度滋养 防脱发 滋润营养 浓密 ,中国大陆 ,所有发质 ,
41121506638,SEEYOUNG/滋源 生姜强根健发洗头水 ,SEEYOUNG/滋源 ,,温和清洁、修护 丰盈蓬松 改善毛躁 ,中国 ,油性 ,油性（535ml洗+535ml护） 中干性（535ml洗+535ml护） 
521733607551,霸王 防脱洗发液(控油去屑型) ,霸王 ,防脱洗发液(控油去屑型) ,滋润 改善毛躁 防脱发 ,中国大陆 ,所有发质 ,
526315876879,沙宣洗发水750ml正品男士女士修护水养止痒控油旗舰店官方旗舰 ,沙宣 ,男士去屑洗发水700ml单瓶非套装 ,深度滋养 深度清洁 控油 滋润 补水 ,中国大陆 ,所有发质 ,
35562439290,syoss丝蕴深层修护洗发水护发素洗护套装洗发露500ml+润发乳500ml ,SYOSS/丝蕴 ,,丰盈蓬松 改善毛躁 滋润 ,中国 ,干性 ,
538662574935,欧倍青 欧倍青咖啡因洗发露C1 * 2 ,欧倍青 ,,,德国 ,,250ml*2 
564884084076,杨幂力荐力士小晶钻樱花无硅油洗发水露护发素套装450ml*2 ,LUX/力士 ,,其他 改善毛躁 ,,,
542546460252,笛梵洗护套装正品蜗牛原液补水发膜毛囊净化洗发水官方旗舰店官网 ,笛梵 ,,,中国 ,受损发质 ,800g/mL 
577774745526,Claude Galien 蓝风铃香水洗发露 ,Claude Galien ,蓝风铃香水洗发露 ,去屑止痒 控油 补水 ,中国大陆 ,所有发质 ,
583147677561,TriptychOfLune/三谷 蓝色控油去屑洗发水 ,TriptychOfLune/三谷 ,蓝色控油去屑洗发水 ,去屑止痒 深度清洁 控油 去屑 清洁发丝头皮 ,中国大陆 ,,
558842434981,力士洗发水露液洗头膏沐浴露乳护发素持久留香套装家庭装男女士 ,LUX/力士 ,力士水润丝滑洗发乳套装组合 ,柔软顺滑 损伤修护 清洁发丝头皮 ,中国大陆 ,,
4032115741,章光101 101reshow瑞丝防脱香波 ,章光101 ,,深层滋润头皮、清洁 丰盈蓬松 头皮控油 防脱 控油 ,中国 ,混合性 ,400g 
595200078881,德生源灵芝首乌润养洗发液黑发何首乌洗发水白发变黑转黑乌发液 ,德生源 ,,强根健发 深层滋养头皮、清洁 清洁 发色亮泽 清透润泽光泽亮丽 ,中国 ,所有发质 ,灵芝首乌润养洗发液500ml 灵芝首乌乌发精华液100ml 灵芝首乌润养洗发液500ml+灵芝首乌乌发精华液100ml 灵芝首乌乌发精华液100ml*3瓶【周期装】送灵芝首乌润养洗发液500ml 
45399688885,syoss丝蕴水润顺滑洗发水500ml+护发素500ml套装补水柔顺修护受损 ,SYOSS/丝蕴 ,,改善毛躁 ,中国 ,干性 ,
568105595879,满婷 清螨洗发水*1 ,满婷 ,清螨洗发水*1 ,,中国大陆 ,所有发质 ,
564230510279,韩方五谷 玲珑香芬营养洗发乳 ,韩方五谷 ,,深层滋养头皮、清洁 改善头痒 去头屑 控油 柔顺ROSHUN ,中国 ,所有发质 ,小苍兰香氛洗发水500ML 小苍兰香氛洗发水800M 洗发水500ML+护发素500ML（赠同款500ML沐浴露） 洗发水500ML+护发精油90ML 洗发水800ML+护发素500ML 洗发水800ML+ 沐浴露 800ML 
583141117549,triptychoflune三谷氨基酸洗发水护发素套装女丰盈蓬松柔顺无硅油 ,TriptychOfLune/三谷 ,,丰盈蓬松 强韧防断发 改善毛躁 深层清洁 滋润 ,,,
565063987338,Lux力士春日桃花沁香洗发水桃花浅香沐浴露男女士套装750ml+720g ,LUX/力士 ,,改善毛躁 ,,,
527054929573,HAIR RECIPE 奇异果控油丰盈无硅油 ,HAIR RECIPE ,奇异果控油丰盈无硅油 ,丰盈蓬松 ,泰国 ,,
531823819892,惠润 柔净洗发露(绿野芳香)600ml ,惠润 ,柔净洗发露(绿野芳香)600ml ,柔软顺滑 深度清洁 改善毛躁 补水 ,日本 ,所有发质 ,
578740840578,AUSSIE 保湿蓬松修复洗发水 ,AUSSIE ,,丰盈蓬松 改善毛躁 滋润 保湿 柔顺ROSHUN ,美国 ,,保湿柔顺洗发水（900ml/单支） 丰盈蓬松洗发水（900ml/单支） 
586455769814,笛梵 植萃滋养轻盈赋活洗发乳 ,笛梵 ,,深层滋养头皮、清洁 改善毛躁 滋润 补水 柔顺ROSHUN ,中国 ,干性 ,植萃滋养轻盈赋活洗发水400g（洗） 烫染后护卷锁色轻盈修护洗发水400g（洗） 茶树去屑轻盈舒爽洗发水400g（洗） 毛囊养护健发轻盈洗发水400g（洗） 植萃滋养轻盈赋活润发霜400g（护） 鱼子胶原蛋白修护发膜400g（护） 毛囊养护洗发水+修护发膜 
45012689309,REJOICE/飘柔 家庭护理兰花长效洁顺水润洗发露 ,REJOICE/飘柔 ,家庭护理兰花长效洁顺水润洗发露 ,柔软顺滑 ,中国大陆 ,所有发质 ,
586932233968,正品飘柔洗发水家庭装1L*2瓶清爽去屑洗发露长效水润洗头膏大瓶装 ,REJOICE/飘柔 ,兰花去屑+洁顺套装 ,,中国大陆 ,,
573067300299,发雅丝 发雅丝防脱洗发露 ,发雅丝 ,,改善头痒 去头屑 头皮控油 防脱 育发 ,中国 ,,300ml防脱洗发水 300ml去屑洗发水 500ml防脱洗发水 500ml防脱控油洗发水 500ml去屑洗发水 750ml防脱洗发水 750ml去屑洗发水 300ml防脱洗发水+育发20 300ml去屑洗发水+育发20 500ml防脱洗发水+育发20 500ml防脱控油洗发水+育发20 500ml去屑洗发水+育发20 750ml防脱洗发水+育发20 750ml去屑洗发水+育发20 
15167958431,these/陶丝 茶树控油平衡乳 ,these/陶丝 ,,头皮控油 ,中国 ,油性 ,300mL 750mL 
563509223488,舒蕾 蚕丝柔滑洗发露 ,舒蕾 ,蚕丝柔滑洗发露 ,柔软顺滑 滋润营养 改善毛躁 ,中国大陆 ,打结 ,
538879205504,徽歌 小黑裙香水洗发水+护发素 ,徽歌 ,小黑裙香水洗发水+护发素 ,染后护色 脆弱开叉护理 丰盈蓬松 改善毛躁 滋润 ,中国大陆 ,所有发质 ,
532630129330,Rene Furterer/馥绿德雅 舒缓清润洗发露单只 ,Rene Furterer/馥绿德雅 ,,头皮舒缓 ,法国 ,,200mL 200ml*2 舒缓洗发水600ml 舒缓洗发水600ml*2 
41539951775,资生堂惠润绿野无硅油洗护600ml*2+220ml*2洗发水护发素改善毛躁 ,惠润 ,绿野芳香3件套装 ,柔软顺滑 滋润营养 丰盈蓬松 改善毛躁 头皮舒缓 ,日本 ,正常发质 ,
521250510421,Mane＇n Tail Mane 'n Tail美国箭牌 经典配方洗发水355ml ,Mane ‘n Tail ,,丰盈蓬松 头皮控油 头皮舒缓 深层清洁 控油 ,美国 ,油性 ,355mL 
20552815690,满婷 6955655600911 ,满婷 ,6.95566E+12,柔软顺滑 滋润营养 滋润 舒缓肌肤 ,中国大陆 ,其他 ,
40482591365,LUSH 头皮拜拜洗发皂 Soak And Float ,LUSH ,,改善头痒 去头屑 深层清洁 ,日本 ,油性 ,55g 
40266647987,Flower noble/名花贵族 1分钟快速干洗喷雾 ,Flower noble/名花贵族 ,,丰盈蓬松 头皮控油 深层清洁 控油 ,中国 ,油性 ,清香原味200ml 活性竹炭200ml 阳光清新200ml 浪漫樱花200ml 南国椰果200ml 
37625005796,丰添 防脱发洗发液（女用） ,丰添 ,,深层滋养头皮、清洁 强韧防断发 头皮舒缓 防脱 防脱生发 ,意大利 ,所有发质 ,女 200ml 
526949174291,Rene Furterer/馥绿德雅 强韧活力洗发露单支 ,Rene Furterer/馥绿德雅 ,,深层清洁 ,法国 ,,200mL 600ml 防脱小绿珠200ml+强韧小黄珠200ml 强韧小黄珠200ml*2 
592287826070,HAIR RECIPE Hair Recipe发之食谱苹果姜滋养无硅油水果洗发水530ml+530g ,HAIR RECIPE ,,强根健发 丰盈蓬松 ,中国 ,,洗发露530ml+护发素530g 洗发露530ml *2瓶 
543267297739,贝亲婴儿洗发沐浴二合一 新生儿宝宝洗发水沐浴露洗护用品IA170 ,Pigeon/贝亲 ,,,中国大陆 ,,
575863484586,阿道夫 亮泽丝滑洗发香乳 ,阿道夫 ,,温和清洁、修护 丰盈蓬松 头皮控油 滋润 ,中国 ,,亮泽洗发水520ml*2 修护洗发水520ml*2 控油洗发水520ml*2 净屑洗发水520ml*2 520ml亮泽洗发水+520ml护发素 520ml修护洗发水+520ml护发素 520ml净屑洗发水+520ml护发素 520ml控油洗发水+520ml护发素 
17424453308,施华蔻羊绒脂滋养烫染发后修护损伤男女士洗发水护发素套装1.2L ,Schwarzkopf/施华蔻 ,,改善毛躁 染后护色 染烫受损护理 滋润 ,中国 ,受损发质 ,
521245361045,Schwarzkopf/施华蔻 男士 薄荷活力洗发露 ,Schwarzkopf/施华蔻 ,,深层滋润头皮、清洁 ,中国 ,所有发质 ,450mL 
542518585081,阿道夫 防脱育发洗发水 ,阿道夫 ,,强根健发 温和清洁、修护 强韧防断发 ,中国 ,所有发质 ,300mL 500ml 800mL 
548110638117,KERASTASE/卡诗 头皮系列去屑净化洗发水 ,KERASTASE/卡诗 ,,深层清洁 保湿 ,西班牙 ,所有发质 ,250mL 
569850347787,【官方正品】卡诗赋活洗发水500ml蓬松丰盈细软稀发立体男女士 ,KERASTASE/卡诗 ,,,西班牙 ,,
575762953504,宝洁海飞丝防脱青春水套装 男女防脱发洗发水液露洗头膏营养液 ,海飞丝 ,,强根健发 深层滋养头皮、清洁 防脱 ,中国 ,所有发质 ,其他/other 
561853925065,海飞丝 微米净透水润致美去屑洗发露 ,海飞丝 ,,深层滋养头皮、清洁 改善头痒 去头屑 控油 ,中国 ,所有发质 ,450mL 
587170049614,RYO/吕 紫（油性）礼盒 ,RYO/吕 ,,,韩国 ,,
536236255485,Shiseido/资生堂 MACHERIE莓果珍珠洗发水 ,Shiseido/资生堂 ,,清透润泽光泽亮丽 丰盈蓬松 补水 ,日本 ,,450mL 
579548344852,RYO/吕 绿吕舒盈清润洗发水+蓝吕舒盈清润护发乳 ,RYO/吕 ,,,韩国 ,,
569961000533,阿道夫洗发水沐浴露套装洗沐组合装正品男士去屑止痒旗舰店官网 ,阿道夫 ,男士洗沐套装 ,深度清洁 补水 舒缓肌肤 ,中国大陆 ,,
522606662792,阿道夫 轻柔+幽香 ,阿道夫 ,轻柔+幽香 ,柔软顺滑 丰盈蓬松 改善毛躁 滋润 补水 ,中国大陆 ,所有发质 ,
571665238404,欧莱雅大金瓶奇焕奢卷精油洗发水持卷护发素洗护套装 持久留香 ,L'OREAL /欧莱雅 ,,,中国 ,,
521997117660,欧莱雅美发透明质酸水润控油去头屑洗发水露700ml*3套装持久留香 ,L'OREAL /欧莱雅 ,,改善毛躁 改善头痒 去头屑 ,中国 ,,
586656035906,海飞丝洗发水1000ml袋装清爽去油型去屑止痒男女士旗舰店官方旗舰 ,海飞丝 ,清爽去油去屑洗发露200ml*4袋组合装 ,柔软顺滑 去屑止痒 改善头痒 控油 ,中国大陆 ,油性 ,
586957823677,清扬植觉樱花净透保湿无硅油去屑洗发露微醺香氛正品380ml*2套装 ,CLEAR/清扬 ,清扬植觉净透保湿去屑洗护发套装 ,,中国大陆 ,,
559993935772,清扬植觉润养石榴耔精华去头屑洗发露无硅油男女士380ml*2 ,CLEAR/清扬 ,清扬润养去屑洗发露套装 ,深度滋养 深度清洁 去屑 ,中国大陆 ,所有发质 ,
570956563296,海飞丝 新生去屑洗发露（怡神冰凉型） ,海飞丝 ,新生去屑洗发露（怡神冰凉型） ,柔软顺滑 ,中国大陆 ,,
576856507505,CLEAR/清扬 男士去屑洗发露(活力运动薄荷型) ,CLEAR/清扬 ,男士去屑洗发露(活力运动薄荷型) ,清洁发丝头皮 ,中国大陆 ,,
35877388931,清扬洗发水男士去屑止痒洗发露活力运动薄荷型750ml/400+160包邮 ,CLEAR/清扬 ,活力运动薄荷型组合装 ,深度清洁 滋润 ,中国大陆 ,头皮屑 ,
586662811230,海飞丝洗发水1l/750ml去屑止痒男女丝质柔滑旗舰店官方旗舰正品 ,海飞丝 ,丝质柔滑型去屑洗发露单品非套装 ,深度滋养 去屑止痒 滋润营养 滋润 补水 ,中国大陆 ,头皮屑 ,
530394902538,RYO/吕 红吕极度损伤修护洗发水 ,RYO/吕 ,,温和清洁、修护 强韧防断发 染烫受损护理 滋润 脆弱开叉护理 ,韩国 ,受损发质 ,400mL 
574150189191,欧莱雅大金瓶精油女洗发水护发素套装蓬松顺滑防毛躁修护烫染卷发 ,L'OREAL /欧莱雅 ,,,中国 ,,洗发露440ml+润发乳440ml 
583122832551,欧莱雅精油套装护发柔顺修护干枯洗发露女士洗发水护发素套装1.4L ,L'OREAL /欧莱雅 ,,,中国 ,,
533951657586,植观 Neroli脆弱再见深层修护洗护套装 ,植观 ,,,中国 ,受损发质 ,251g*2 
571858868993,【屈臣氏】欧莱雅大金瓶修复洗发水 垂顺去毛躁顺直洗护套装440ML ,L'OREAL /欧莱雅 ,奇焕垂顺洗发露组合 ,,中国大陆 ,,
533903283375,植观 Aphrodite轻装上阵蓬松丰盈洗护套装 ,植观 ,,,中国 ,油性 ,251g*2 
595291309010,吕洗发水小样100ml旅行装套装紫红黑小瓶护发素便携试用中样体验 ,RYO/吕 ,,染烫受损护理 滋润 损伤修复 ,韩国 ,所有发质 ,红吕洗发水100ml(亮泽修护-所有发质) 红吕护发素100ml(亮泽修护-所有发质) 黑吕洗发水100ml(人参滋养-所有发质) 黑吕护发素100ml(人参滋养-所有发质) 金吕洗发水100ml(烫染修护-所有发质) 金吕护发素100ml(烫染修护-所有发质) 花吕洗发水100ml(水润顺滑-中干发质) 花吕护发素100ml(水润顺滑-中干发质) 紫吕洗发水100ml(强韧发丝-油性发质) 紫吕护发素100ml(强韧发丝-油性发质) 紫吕发膜50ml(强韧发丝-所有发质) 
529173886381,力士洗发水露香氛沐浴露乳护发素家庭套装持久留香旗舰店官方旗舰 ,LUX/力士 ,力士洗发水水润丝滑清爽去屑套装 ,深度清洁 ,中国大陆 ,所有发质 ,
533801939703,Schwarzkopf/施华蔻 精华深透修护洗发露 ,Schwarzkopf/施华蔻 ,,深层清洁 ,中国 ,,600ml 
37769460167,沙宣 清爽劲醒男士洗发露 ,沙宣 ,清爽劲醒男士洗发露 ,深度清洁 ,中国大陆 ,所有发质 ,
532214721917,沙宣 修护水养洗发水 ,沙宣 ,修护水养洗发水 ,柔软顺滑 ,中国大陆 ,,
521424633339,SEEYOUNG/滋源 氨基酸生姜健发洗头水 ,SEEYOUNG/滋源 ,,清透润泽光泽亮丽 温和清洁、修护 丰盈蓬松 改善毛躁 ,中国 ,所有发质 ,535ml 
43931708169,霸王育发防脱洗发水80ml 清爽控油 男女士洗发水 ,霸王 ,防脱洗发水400ml套装 ,防脱发 深度清洁 强韧防断发 控油 头皮舒缓 ,中国大陆 ,所有发质 ,
37336266178,霸王 姜汁首乌去屑洗发精华素 ,霸王 ,,改善头痒 去头屑 ,中国 ,油性 ,1L 
567652002643,SEEYOUNG/滋源 修护香氛洗头水 ,SEEYOUNG/滋源 ,修护香氛洗头水 ,深度滋养 柔软顺滑 锁色 补水 ,中国大陆 ,,
537714239728,LUX/力士 垂顺臻耀柔亮洗发乳 ,LUX/力士 ,垂顺臻耀柔亮洗发乳 ,柔软顺滑 其他 脆弱开叉护理 改善毛躁 ,中国大陆 ,,
544659879937,Schwarzkopf/施华蔻 雏菊清润无硅洗发露 ,Schwarzkopf/施华蔻 ,,清透润泽光泽亮丽 滋润 深层清洁 ,中国 ,,450mL 680mL 
562470499030,【屈臣氏】施华蔻洗发水多效修护19洗发露600ml严重受损修复 ,Schwarzkopf/施华蔻 ,施华蔻多效修护19洗发露600毫升套装 ,深层修复 损伤修复 ,中国大陆 ,,
564768648756,杨幂力荐Lux力士桃花沁香洗发水露乳男女士正品套装750ml*2 ,LUX/力士 ,,改善毛躁 ,,,
582948748837,TriptychOfLune/三谷 粉色丰盈蓬松洗发水 ,TriptychOfLune/三谷 ,粉色丰盈蓬松洗发水 ,柔软顺滑 烫染修复 脆弱开叉护理 丰盈蓬松 强韧防断发 ,中国大陆 ,,
530625596175,mese/美多丝 水漾丝滑洗发水 ,mese/美多丝 ,,深层滋养头皮、清洁 改善毛躁 改善头痒 去头屑 染烫受损护理 ,中国 ,所有发质 ,水漾丝滑洗发乳300ml*2瓶 水漾丝滑洗发乳300ml+丝滑润养水润素300ml【干枯毛躁分叉发质】 
536690137661,正品飘柔洗发水1L*2瓶家庭装清爽去屑洗发露控油柔顺洗头膏大瓶装 ,REJOICE/飘柔 ,兰花长效清爽+洁顺套装 ,柔软顺滑 去屑止痒 ,中国大陆 ,头皮屑 ,
536502395575,L’Oreal professionnel/巴黎欧莱雅沙龙专属 沙龙洗护绚色润采洗发水 ,L’Oreal professionnel/巴黎欧莱雅沙龙专属 ,,清洁 发色亮泽 ,西班牙 ,,300mL 500ml 
585692997103,KONO 顺滑柔净洗发水 ,KONO ,顺滑柔净洗发水 ,改善毛躁 损伤修复 补水 ,中国大陆 ,所有发质 ,
18024082887,资生堂洗发水套装 惠润柔净无硅油洗发水绿野芳香男女士洗发露 ,惠润 ,惠润绿野芳香无硅油洗发水套装 ,滋润营养 改善毛躁 滋润 清洁发丝头皮 ,日本 ,正常发质 ,
566733283204,拉芳 丝柔顺滑营养柔顺护理洗发露 ,拉芳 ,丝柔顺滑营养柔顺护理洗发露 ,去屑止痒 滋润营养 改善毛躁 强韧防断发 控油 ,中国大陆 ,所有发质 ,
566058835057,马丁古龙香氛旅行套装男士试用装护肤品沐浴露洗发水洗面奶乳小样 ,马丁 ,旅行套装 ,控油 滋润 舒缓肌肤 补水 ,中国大陆 ,所有发质 ,
533202355405,George caroll/乔治卡罗尔 男士洗发水沐浴露 ,George caroll/乔治卡罗尔 ,男士洗发水沐浴露 ,柔软顺滑 去屑止痒 深度清洁 控油 滋润 ,中国大陆 ,所有发质 ,
592140465424,triptychoflune三谷氨基酸洗发水护发素套装女士丰盈蓬松无硅油 ,TriptychOfLune/三谷 ,丰盈蓬松改善毛躁 ,,中国大陆 ,,
585943583779,舒蕾洗发水护发素葡萄籽精油洗护套装男女士通用改善干枯官方正品 ,舒蕾 ,葡萄籽精油洗护套装 ,,中国大陆 ,干性 ,
45142531410,COCOVEL/蔻露薇 水润蛋白滋养双效香芬洗发露 ,COCOVEL/蔻露薇 ,,深层滋养头皮、清洁 深层滋润头皮、清洁 丰盈蓬松 改善毛躁 头皮控油 ,中国 ,所有发质 ,750ml【C1滋养双效】 750ml【C7清爽去屑】 750ml【C9强韧控油】 1000ml【C1滋养双效】 500ml滋养双效 
